[DEBUG] ble start
create Ble_Task_Handle
Ble Task started
-002	0782	0070	0674	0242	0522	0250	0664	
0312	0964	0444	1328	0334	1397	-140	1165	
1146	1586	1340	1870	1256	1846	1104	1474	
1042	1340	0968	1504	0796	1504	0848	1334	
1116	1354	1222	1588	1428	1828	1730	1890	
-021	-398	0049	-352	0191	-298	0465	-248	
0547	-232	0505	-386	0395	-626	0405	-572	
0689	-282	0693	-206	0301	-352	0111	0218	
0620	0006	0714	0108	0614	0186	0706	0202	
0846	0296	0618	0336	0476	0452	0754	0598	
0794	0466	0716	0300	1118	0424	1320	1412	
1612	1646	1284	1568	1198	1314	1302	1356	
1468	1420	1748	1444	1840	1662	1672	1734	
1598	1606	1572	1556	1538	1482	0994	0670	
1184	0946	1062	0872	0542	0764	0378	0950	
0898	1144	1250	1150	1120	1212	1040	1456	
1020	1700	1078	1818	1502	1942	-2029	-2091	
-2053	-2035	-2027	-2013	-1987	-1667	-1873	-1289	
-1713	-1317	-1829	-1333	-1905	-1071	-1613	-1021	
-1447	-537	-1719	-599	-1459	-745	-1559	-493	
-1505	-165	-1201	-247	-1147	-525	-1381	-571	
-1367	-351	-995	-187	-895	-167	-1173	-081	
0411	0162	0417	0069	0338	0090	0271	0264	
0328	0350	0351	0287	0284	0269	0346	0324	
0479	0339	0443	0320	0376	0346	0446	-005	
-040	0083	-048	0063	-071	-080	-079	-097	
-042	0073	-040	0191	-081	0129	-128	-018	
-197	-061	-252	0044	-231	0084	-118	-745	
-417	-641	-352	-563	-316	-607	-281	-605	
-276	-530	-281	-510	-265	-520	-257	-509	
-200	-554	-114	-664	-143	-726	0214	0313	
0187	0270	0184	0216	0240	0138	0270	0121	
0270	0215	0239	0287	0149	0290	0119	0262	
0173	0232	0176	0268	0150	0330	-080	0138	
-053	0139	0055	0141	0090	0106	0025	0085	
-062	0109	-133	0134	-136	0152	-079	0144	
-042	0108	-014	0132	0054	0058	-151	0170	
-016	0216	0029	0230	-001	0292	-029	0369	
-067	0365	-093	0315	-113	0298	-175	0320	
-222	0335	-215	0298	-216	32763	32571	32741	
32590	32729	32590	-039	32580	-028	-219	-32768	
32485	0002	-328	-028	32445	-042	-312	-033	
-300	-040	16515	0032	16521	0003	-16257	-16394	
0099	-32759	-16313	16422	-32699	16425	16473	-32733	
16487	-32718	0106	0062	0111	16434	-031	16366	
-16433	32743	16329	-16402	16331	-019	-050	-029	
32730	-16418	16363	-037	32755	16339	-16397	-045	
16377	16353	32713	-16515	-064	32629	-083	-16536	
32667	32613	-16495	-147	32659	16255	-16489	-103	
-16477	16295	32686	-16479	-16475	-16492	-32570	16443	
-32562	-32717	-32533	-16321	0254	-32698	-16140	16441	
-32551	0060	-32578	0097	0183	-32657	-32584	16474	
-16433	-071	-16433	-135	16332	-147	-034	-16489	
16390	32690	-16372	16299	-16413	16293	32704	-16448	
16316	32753	-060	16399	32740	-16408	16374	16364	
32726	-16414	32694	32743	32709	32750	32727	32744	
16347	-16423	-16418	32726	32732	32734	16352	16475	
-32725	16473	-16349	-32700	16442	-16304	-32699	-16279	
16439	-16294	16449	16454	-32685	-16305	-16322	-16312	
16418	16375	-16488	-012	-087	-16392	16331	-016	
-029	16348	32739	16338	16346	32728	16342	16355	
32721	16357	-16436	32732	-042	32727	-16415	-047	
-028	-16439	-022	-067	-021	16312	-16421	16317	
32734	32722	32764	-16420	-32763	-055	16371	-057	
-16416	-32702	16475	16444	-32687	16443	0072	0052	
0071	0044	-16318	-32718	-16326	16444	0060	16439	
16452	-16341	0061	16420	0038	-16354	-16450	-16398	
-16449	32752	16329	16365	16339	-020	32728	-022	
16355	16349	32754	16328	32762	16319	32765	-16439	
16386	-16412	-16416	-16406	16346	32756	16342	16378	
-030	16366	16362	16357	16356	-16400	-028	-012	
-16408	32746	16353	-16401	-16393	-047	16380	-16423	
-32759	16353	-32746	16357	16407	-16402	16403	-010	
16396	-16403	32767	16348	-16391	32722	-16384	-16360	
16373	-16356	-16388	-16340	-16375	-16336	-32752	-16331	
-16361	-32701	-32737	16452	-32738	-16315	16421	16464	
-16333	-24601	-8195	-24605	24570	16355	24567	-027	
-24586	-16414	-24590	-029	16369	8168	16372	32747	
16376	-24594	16377	-24591	32750	16376	-24598	24566	
-16407	24574	-8209	24580	16375	-16376	-24577	0015	
0003	-24564	16384	24577	24569	-16390	-012	24567	
0004	-001	-32763	-16383	-32764	-24572	24581	8193	
-16378	24570	16383	-006	-24580	-24567	-24565	-24557	
-8168	8202	16396	-8217	-8208	-16402	24572	8178	
32766	-24589	24572	-24587	24574	8180	-24579	24563	
16381	-24583	-16383	24572	-8193	-16397	-32761	-16390	
24583	0007	8204	-24559	8213	-24565	-24556	32766	
-32763	-8196	16385	-24573	16398	8194	0016	-8200	
24580	24562	24596	-16371	24594	8202	8201	8195	
8192	32764	-8198	32762	24569	-16392	-16386	24567	
8190	16378	16377	-16380	-24576	0013	0000	-8187	
8187	-8192	8182	-24581	-16398	-008	16369	8189	
8179	16391	32759	16398	32762	-8181	8186	-32768	
16372	-005	12289	-20484	-12289	12287	0002	4093	
-20479	-4104	28668	16374	-4101	-004	24579	12288	
-8187	-20481	28672	32767	20476	-8191	28674	-28669	
-12287	12295	-4095	4101	12290	-8190	-4095	16386	
-8193	20483	28676	16390	12295	-4093	-28670	-12291	
24575	20512	0042	-24568	-32745	-20501	28655	-4108	
28671	-4084	8218	-28656	-32755	12302	16390	-4085	
-32753	20489	8208	-32753	16410	-30715	-2040	-20474	
-26618	-20474	0009	20483	-2042	-001	16383	-22533	
32765	8188	-18431	-14337	-18430	-001	-26628	8189	
-8182	-23547	-13303	7175	-30711	19464	29706	23560	
-25590	-14328	-6134	-20472	31754	-5114	-2038	-23545	
0008	31752	-11258	-24577	4089	12285	17401	9212	
32760	29692	21495	-31750	16372	-26632	12274	1016	
22515	-17415	-29706	-29703	25590	23543	24565	1009	
3058	-16397	12274	-1036	31731	-22539	6133	-26633	
-7176	-30727	3063	-6154	-14348	-20491	13300	26612	
-22539	-20493	30708	-2060	-19468	-29707	-22539	32760	
13301	-13321	28661	5110	6133	15350	-5130	5111	
4085	25589	-30732	6133	16371	-7178	13301	18428	
-22535	11262	8186	-14339	20475	8186	-24584	-14344	
-15371	-12295	20470	5114	-25609	27642	26614	-6150	
29687	14350	9230	17423	12299	-12275	31754	-10231	
-4085	1034	15372	-26611	0014	-21491	-27634	17421	
-25588	-18418	-7156	-28658	-20473	-11260	21510	13315	
-15355	9222	-25594	-25593	-1017	-28665	25607	-6137	
-22519	20487	24585	4102	-17401	-31737	9224	23547	
12279	-16390	25591	-25605	-15369	6139	-1033	-9222	
-8198	1017	-4103	28665	-21515	-8198	-9227	5116	
-10249	-25604	8203	-26618	22537	-6140	-1016	27655	
0011	-32759	-27633	30729	-1010	-24568	-28661	25606	
-9206	21511	-32757	15369	-15348	-20471	-12289	-27642	
-1027	-31740	18426	-20478	-17415	-29690	-20484	-23541	
22528	15369	21503	-21498	8189	9223	-14339	-24568	
27653	4093	-16379	4091	2052	2044	8196	-8195	
23558	-004	-26618	-12290	10246	11264	26631	25599	
12294	-24579	4099	-24580	2059	30730	-11254	16394	
15368	-15352	-32761	-2040	-21496	-22519	-19447	15368	
-13304	9223	-15353	0008	-3064	4105	-11255	28663	
-15368	23545	7159	-24581	15352	25596	-21510	29693	
-18436	-15362	-22531	-23554	14332	17404	2041	-6150	
20473	1017	-5120	-20474	22527	-17400	10239	-7161	
-32768	24581	21505	26629	-30718	21510	3071	-17404	
-10245	-28668	-16389	-24571	-002	13821	-22019	-18434	
17406	-8707	-32258	-11780	25597	-31237	-22532	-5636	
14845	-6659	30207	11774	2048	13822	31233	10239	
-13310	-28667	18947	15364	-10237	-32764	19970	-17917	
-10750	7682	-1535	-10238	-16895	18947	-4607	-19963	
-22525	9222	24579	18945	6656	12800	12287	-12289	
17919	-27136	3072	0001	1535	-3071	19967	-7167	
-8192	-10750	-20478	4610	-27646	13826	19458	10239	
-16387	-23553	31230	1533	-28164	-5123	14330	21501	
-32263	-22020	-2054	24060	29689	-2564	15865	19963	
-5640	-517	8448	-10497	-28928	31231	14080	1791	
24831	-21249	9471	28670	-18177	-28930	-9472	7935	
3584	-26882	-2048	30462	-256	0255	24063	31740	
-5633	-15875	29439	-16387	24319	-24835	0255	-31236	
-8449	-24067	15359	-002	7680	-32258	-11263	5886	
-14335	12798	-29696	-30208	22272	-15104	28160	-2560	
-25343	9216	28417	11775	-7168	-6145	-17920	-27648	
8960	-18944	20225	11264	8193	-23552	6401	-29440	
-25855	-30720	-15103	-25856	-6399	-11263	-32766	2305	
-22783	-10495	5633	13568	-26624	-18944	19456	-20224	
-20226	-5120	-4353	8704	-14593	23808	-3585	-7423	
27648	21249	11008	6144	20735	26880	12031	27392	
-11520	11520	-1792	17920	-31489	22017	5119	-26367	
15103	-3839	15103	-20991	29183	11777	-23297	22017	
-25857	-20735	-29953	-32511	-25857	30209	-15359	2048	
11264	-29441	-26881	-23297	25087	-20737	29184	5631	
22015	-25858	-258	-7170	-10754	-24578	-8194	28670	
-18690	-15105	14334	-8449	4862	-6402	-17154	-15106	
-27394	-30978	-22274	23550	-12802	21758	-11522	20222	
-3330	-29953	20222	-1792	-10752	22017	1536	-30464	
-6400	-32000	-11520	25344	-7936	15616	-25344	6912	
2560	1279	-18688	3583	-9728	18432	10752	-1537	
-11523	-5889	-31491	-25345	-20483	30463	-12291	-14081	
-26114	12031	-27394	11775	-17411	-2561	-10499	-4865	
-6146	5632	11007	-5632	20992	0000	-19712	5120	
-8704	14336	-3072	-25087	0001	3584	-255	18944	
-3583	23552	-14847	10752	-16640	-22784	4608	20481	
8448	-26111	15616	-767	2049	4608	-14848	-2560	
-14848	-15360	-15360	-30720	-17152	-28672	-13824	-16384	
-22015	11777	14081	24577	7425	6400	-26112	-19456	
30464	-22784	-24064	-12544	-28416	-11520	23552	-16128	
12288	-7936	3329	-4865	-4609	-12800	20735	-21248	
2559	32255	12799	28414	-9729	20478	-2561	7678	
-9985	4350	-15618	-3586	-11778	-14594	-3330	16895	
22015	3839	-12546	-3840	20478	-2048	18430	-3072	
5118	-7425	-15618	-1793	32255	-30977	-26881	-6401	
-15617	19967	-18178	-15617	-19201	-17409	-18689	-31233	
-18689	29183	-20993	-32385	-9217	-32000	6783	24960	
2047	8703	-13697	1279	-12929	0895	26112	12031	
-24960	28159	-18560	30079	-30592	17919	-22272	19456	
11392	-31104	28800	-25216	30208	-26752	31488	-16512	
-21888	10497	0768	29952	-6400	-22272	-22016	-17152	
-29824	-25728	-32000	-31744	-30464	-22656	-16128	-10239	
1920	-7295	11136	24831	-21504	32766	-1152	-20354	
-12672	-27393	4480	24575	20864	22911	25984	12031	
-28033	-9857	-8833	-11521	-13824	-3585	0126	-14209	
20095	0255	24831	14847	23295	6399	22271	3327	
18942	-641	22654	-13441	23806	-8577	10622	-1922	
-1410	-6018	28160	23295	-29056	25727	-23552	17791	
27392	16255	12672	5887	1919	-5121	3456	4735	
-32256	11263	-9985	-257	-15617	-10113	-9855	23936	
6273	-32256	16641	22912	3712	-257	-5632	-9345	
-7424	-10625	-1280	-18944	15360	-14464	18305	5632	
6401	11008	21632	10239	-18688	21760	3200	-27520	
11520	-14592	9088	-30848	7424	22655	-7552	11135	
-21505	-12800	4608	3072	-20864	-1154	-13441	-30082	
-12289	21630	-13057	13310	-19841	8830	-18433	17406	
-6785	24063	7295	30847	14335	-21761	10751	-22785	
-29953	-3968	-21760	6016	-9472	16000	-14209	-11008	
-20353	-22528	-29825	-1920	25600	2176	-28928	2048	
-17920	17408	-28416	10751	-15232	15487	-11648	8831	
-9985	-6017	-17665	-15361	-13057	-11393	-128	2304	
10240	23936	17152	-22528	20736	-11008	5376	17921	
16768	14465	22400	12161	12800	1537	0895	-3711	
1280	11009	5632	19713	7680	1921	5759	-18432	
-11265	-23808	-28161	5759	-22784	9215	-17152	5759	
-29697	-14849	27903	-25473	-16257	-1792	6016	17792	
8832	7168	9471	-3072	23808	1152	-28928	-2496	
21439	-15616	19263	-16960	22847	-14912	29631	-15168	
-31745	-13696	32191	-11840	31999	-6272	-27136	6400	
-26304	-11457	-19585	-20225	-25601	-20033	-19521	-16065	
-16833	-20161	-25089	-28097	-31233	-28609	-32129	-23361	
-31937	-18817	-27329	-5632	3455	-3936	3775	-1536	
3359	-2400	2047	-3520	1759	-416	6176	2080	
11776	1216	12224	2016	9120	3648	8352	3936	
15904	9248	15168	5824	12864	2336	12416	0256	
13600	0992	15104	3904	16832	6528	17792	6304	
16832	4480	14336	3040	11584	2496	24320	13728	
24544	14912	22592	14816	20384	12192	20288	10144	
21568	10784	20640	11520	18016	12320	17888	14560	
19680	15232	-8961	-6753	-6273	-8097	-5249	-9249	
-6337	-7873	-7297	-7361	-8545	-9537	-11041	-10465	
-12353	-10081	-12001	-13345	-11233	-13121	-17825	-11297	
-19521	-11937	-18209	-13697	-18689	-14753	-18849	-14849	
-16929	-14593	-16353	-12961	-15553	-11585	-19617	-12961	
-19617	-15457	-17857	-16225	-15361	-17537	-15937	-20513	
-18401	-20961	-16737	-16833	-13665	-14689	-16289	-17569	
-11745	-4065	-8577	-4641	-8001	-3265	-10401	-1345	
-12033	-705	-12417	-3073	-11425	-4833	-9313	-5377	
-10657	-8481	-12321	-11009	-11809	-13633	-16481	-18113	
-18561	-21121	-13505	-18881	-9729	-15617	-12065	-17473	
-12289	-19105	-9601	-15137	5504	1504	11456	2688	
5440	5023	-2208	8735	-640	11488	4352	16512	
7008	19968	8960	17952	9120	17024	7328	20736	
11296	25184	30208	31488	31712	29952	27232	26400	
22688	26208	26176	29440	29632	-32416	24896	29856	
18400	20512	18624	17664	22848	-7841	-513	-7552	
2143	-3840	1151	-2048	1247	-5792	1279	-6881	
-1601	-3585	-1441	-608	1824	1024	2368	1024	
3264	2560	4864	16288	16672	16320	18688	18848	
19744	21184	21568	21280	22240	18112	20256	14688	
17856	14112	16832	14464	15424	14304	14240	30080	
21088	27840	18592	29728	20448	-32192	22016	31904	
22944	31488	26112	-31392	28032	-32448	25856	28832	
23616	28224	7488	12704	8288	7936	11328	10720	
10304	12704	6880	12896	4032	13728	2112	11552	
2176	8032	1984	7263	-1664	7167	-5536	7071	
-30625	29695	-30081	-31009	-30561	-27265	-30753	-25729	
-29473	-23201	-28161	-21057	-27489	-20193	-25665	-17121	
-24129	-12641	-13473	-9313	-13057	-7809	-11681	-8097	
-7969	-6817	-7905	-5121	-9729	-6465	-8865	-8161	
-8545	-6657	-7841	-5345	-6593	25280	23136	24768	
25152	23744	26560	22304	25600	22336	24928	23808	
25952	22496	26464	19232	23872	20800	9776	12560	
9104	-289	-1313	-849	-2001	-689	-2545	-241	
-2849	-625	-2369	-1233	-1729	-1233	-1969	-689	
-2481	-289	-2529	-785	-2257	-1777	-8257	-5521	
-8177	-6769	-8737	-8433	-9089	-9441	-9313	-9009	
-9297	-8289	-8625	-7857	-7601	-8353	-7073	-10225	
-7297	-10945	7984	9408	8832	9952	8672	9040	
8272	8480	8992	9952	9744	11440	9088	11728	
8144	11872	8160	12208	9040	11520	9840	10624	
-7505	-4529	-7233	-4737	-7393	-4129	-7009	-5217	
-5729	-5153	-4593	-3361	-3681	-3185	-2785	-2833	
-2337	-1057	-1441	-785	8240	5968	7408	5472	
8016	5072	8064	3744	6976	2496	5776	2096	
4256	1280	2544	0064	0863	-1473	-545	-3937	
-1617	-5345	-2721	-5329	-11889	-4193	-12833	-3185	
-12385	-2593	-10753	-2113	-9953	-2145	-10097	-2289	
-9601	-1265	-8448	0223	-8512	0287	-4385	-1681	
-5185	-1281	-5857	-1777	-5217	-1985	-4657	-1601	
-4097	-1441	-3361	-1457	-3297	-1953	-3921	-3105	
-5409	-4193	7872	3216	7232	3456	6400	3504	
6080	3360	5952	2240	6560	1920	7616	2960	
6960	2944	5296	2448	4400	2384	3888	0976	
3791	-369	-481	-816	0359	-1200	0431	-1409	
-681	-1577	-1489	-1481	-1713	-1057	-1777	-809	
-1377	-697	-1233	-505	-1809	-641	-2257	0232	
1560	0600	2408	1120	1656	1456	0696	1712	
1400	1280	2024	0608	1416	0704	1520	1008	
2168	0448	1727	-432	0695	-032	0080	0256	
1960	0648	1895	-184	1119	-1209	-185	-2065	
-785	-1833	-217	-689	-273	-897	-1433	-2257	
-2193	-3041	-2473	-3857	-104	0183	-472	0744	
0168	1424	0936	1240	0600	1184	0000	1751	
-160	1919	-408	1783	-408	2047	-192	2207	
-600	2007	-776	1968	-3497	-2209	-3257	-2077	
-3109	-2089	-3317	-2177	-3613	-2353	-3569	-2321	
-3313	-2085	-3361	-2077	-3529	-2305	-3389	-2577	
-2053	-3013	-2113	-3321	-2461	-3401	-2681	-3301	
-2645	-3205	-2741	-3285	-2985	-3409	-2905	-3421	
-2385	-3329	-2085	-3293	-3045	-1321	-2933	-1021	
-3017	-949	-2933	-917	-2793	-1017	-2869	-1317	
-2697	-1509	-2149	-1301	-2057	-933	-2409	-593	
-1705	-2853	-1617	-2749	-1305	-2489	-1297	-2565	
-1353	-2965	-1089	-2773	-717	-2381	-685	-2313	
-877	-2153	-989	-2085	-1213	-1689	-2429	-1813	
-2329	-1917	-2433	-2001	-2653	-2049	-2649	-1961	
-2589	-1993	-2653	-2185	-2681	-2233	-2653	-2133	
1308	1168	1304	1104	1252	1016	1168	0832	
1100	0824	1120	1236	1100	1564	0880	1416	
0612	1228	0484	1104	0504	0740	0728	0552	
2832	3128	2628	3140	2760	3164	2724	3392	
2632	3732	2692	3856	2428	3604	2220	3284	
2568	3236	2920	3372	3000	3444	3024	3268	
-193	-759	-123	-719	-143	-849	-289	-913	
-367	-765	-261	-605	-035	-494	0045	-321	
-123	-255	-229	-359	-161	-387	-099	0003	
-740	0067	-666	0173	-708	0143	-785	-019	
-787	-071	-708	0035	-644	0067	-684	0005	
-725	-049	-811	-103	-997	-165	-1055	1644	
1540	1508	1476	1390	1478	1360	1436	1292	
1390	1208	1378	1214	1390	1260	1406	1260	
1392	1252	1340	1246	1304	1176	-588	-474	
-596	-459	-628	-461	-613	-456	-598	-503	
-611	-566	-575	-559	-557	-528	-633	-544	
-666	-567	-596	-535	-563	-479	-32494	0258	
0225	-32472	-32555	-32478	-32553	-32466	-32591	0319	
-32573	0293	0243	0266	-32544	0273	-32539	0267	
-32494	32648	32528	32641	-238	-122	32545	-081	
-187	-081	-185	32648	32545	32650	-266	-104	
-268	-112	-249	32662	32503	32669	32507	0124	
-32512	-32621	0208	-32635	0138	0116	0133	0141	
0173	0148	-32601	-32645	0146	-32664	0140	-32667	
0115	-32656	-32667	-150	-076	-109	-078	-113	
32697	32663	-097	32681	-108	32679	32688	-106	
-055	-124	32751	32642	-32752	32651	-013	32643	
0004	-022	-005	32740	32762	-038	-012	32747	
-32768	0004	0039	0005	0051	-32765	-32726	0004	
0059	-32768	-32696	-32764	-32716	32664	-32742	32674	
0042	32709	-32734	32715	-32708	32722	0054	-017	
0008	32750	0018	32734	-32705	-030	0075	-019	
0056	-32555	0094	0142	-32679	-32658	0110	0067	
0107	-32757	-32653	0032	-32617	0071	-32614	0032	
0121	32749	-32675	-038	0091	32700	-32675	-043	
-32667	32733	0027	32680	-045	-103	32741	32712	
-32757	32750	0035	-002	-32656	-32732	-32627	-32700	
0076	0067	-32721	16340	0047	-16432	-32709	-026	
-32717	16370	-32749	32744	16385	-16416	-32751	16348	
0039	32708	-32735	-096	-32768	-24552	8190	0014	
-16382	-32757	-8181	8207	-16369	-8179	-16373	8199	
-8183	-16378	24585	-16381	8190	8188	8181	16379	
32760	-32743	8170	0026	-16401	-16359	16372	24597	
24568	8215	16382	16406	0000	-16365	0001	-32745	
16383	24598	24568	0016	-8200	0013	-004	16398	
-16385	-24571	-16383	-8182	0002	8214	-8186	-16359	
0010	0021	8199	0020	16389	-24557	16388	-32743	
-24578	-16404	24532	24556	-045	16366	8152	8175	
16348	-022	24542	-022	-16420	-24590	-043	-8209	
16335	-24600	32718	-16397	24533	-8188	24550	32762	
24548	8183	-8225	32766	8157	8192	-16421	-8193	
32725	-8199	-8242	-8201	24523	-8191	-24628	-16374	
-049	8206	0004	24588	24578	0011	-24574	0007	
-32767	16383	24578	32764	16390	-24579	8201	24571	
0013	8187	-24560	-16385	-8177	-24555	-16422	-24558	
-8228	-24551	16352	16417	32727	-8165	-043	-8174	
24543	-32748	-029	-32743	16354	8211	8167	8207	
16363	16385	-16387	-8189	8188	24578	-8190	16389	
24587	-8182	-8178	0015	16391	-32752	0002	-24557	
24582	8219	8200	-24546	-16376	16419	8158	0037	
24541	8232	-16421	-16341	-16422	24625	8156	16434	
-8223	-32723	24550	24615	24550	-16346	24544	24613	
16414	-32755	8220	16402	-32738	-24557	0030	24592	
-8161	-16371	-24540	16398	16418	16402	8220	16405	
24603	0024	-32746	-8168	24564	-24593	24559	-009	
16366	24572	8179	24572	32757	-16386	24562	-003	
16373	16373	16378	-24592	16381	24562	-8192	-012	
24590	24556	8203	24554	-8181	32747	-16370	24553	
-32753	-021	16402	-8209	24599	-16399	0023	-8203	
8209	-009	16396	16371	8190	-8188	8187	-32766	
32763	24580	32762	16386	-010	16379	32761	-24585	
-24581	24570	-011	16386	-24588	-8179	8188	-8176	
-24565	-32752	24590	24586	-32749	24585	-32751	-8184	
0017	0008	-8170	-24563	8220	8205	-16356	16397	
8218	-16367	8215	-32750	-8210	-24590	32746	16368	
-16409	24556	-24597	32748	-8208	-16393	8175	24572	
-16399	16376	-8202	32760	8182	8188	-24588	-8193	
24528	-021	-8231	24561	-042	32734	-053	-16425	
16352	-8217	8195	8178	24578	16369	8180	-16406	
-16392	-8223	32764	16351	-8197	-027	-016	-24608	
0010	16370	-8152	16402	-16330	0039	-24520	-32732	
16441	-16358	-16323	16413	24616	-8164	-16389	24516	
